Material_Name,Curie,Neel,Curie_Weiss,Crystal_Structure,Lattice_Structure,Lattice_Parameters,Space_Group,Coercivity,Magnetic_Moment,Magnetization,Remanence,Susceptibility,DOI,Experimental
Y2Fe14B,572 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,29.5 μB/f.u.,,,"andreev et al. (1985d), andreev and bartashevich (1990a), bartashevich et al. (1990)",True
Y2(Fe0.9Co0.1)14B,683 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,29.4 μB/f.u.,,,"andreev and bartashevich (1990a), bartashevich et al. (1990)",True
Y2(Fe0.8Co0.2)14B,745 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,28.8 μB/f.u.,,,"andreev and bartashevich (1990a), bartashevich et al. (1990)",True
Y2(Fe0.7Co0.3)14B,820 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,28.4 μB/f.u.,,,"andreev and bartashevich (1990a), bartashevich et al. (1990)",True
Nd2Fe14B,595 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,37.6 μB/f.u.,,,"andreev et al. (1985d), fujii et al. (1987)",True
Sm2Fe14B,620 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,33.3 μB/f.u.,,,"andreev et al. (1985d), andreev and bartashevich (1990a), bartashevich et al. (1990)",True
Gd2Fe14B,664 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,17.6 μB/f.u.,,,bartashevich et al. (1990),True
Tm2Fe14B,540 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,18.4 μB/f.u.,,,"fujii et al. (1987), andreev et al. (1985d), andreev and bartashevich (1990a)",True
Th2Fe14B,487 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,27.0 μB/f.u.,,,andreev et al. (1985d),True
Y3Fe5O12,550–560 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,"15 Oe, 0.1 Oe (SX)",,1740 G,,,von aulock (1965),True
Y3Fe4.67Al0.33O12,500 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,44 Oe,,1200 G,,,harrison and hodges (1961),True
Y3Fe4.5Ga0.5O12,490 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,50 Oe,,1000 G,,,harrison and hodges (1961),True
Y3Fe4.5Cr0.5O12,505 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,140 Oe,,1800 G,,,harrison and hodges (1961),True
Y2GdFe5O12,560 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,110 Oe,,1200 G,,,"harrison and hodges (1961), vassiliev et al. (1961)",True
Y2NdFe5O12,551 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,2 Oe (SX),,1930 G,,,goldring et al. (1960),True
Y2SmFe5O12,550–555 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,100 Oe (SX),,1710 G,,,goldring et al. (1960),True
Y2Co7,639 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,"zadvorkin (1987), andreev (1990), andreev et al. (1988a), tarasov (1987)",True
Nd2Co7,613 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,"zadvorkin (1987), andreev (1990), andreev et al. (1988a), bartashevich et al. (1992), andreev et al. (1988b)",True
Sm2Co7,670 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,"tarasov (1987), bartashevich et al. (1993a)",True
Gd2Co7,775 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,"zadvorkin (1987), andreev (1990), andreev et al. (1988a), andreev et al. (1985g)",True
Tb2Co7 (r),720 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,"zadvorkin (1987), andreev (1990), andreev et al. (1988a), andreev et al. (1982b)",True
Tb2Co7 (h),720 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,"zadvorkin (1987), andreev (1990), andreev et al. (1988a), andreev et al. (1982b)",True
Tm2Co7,640 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,"zadvorkin (1987), andreev (1990), andreev et al. (1988a), andreev et al. (1992b)",True
Y2Fe17,327 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,35.7 μB/f.u.,,,Handbook of Magnetic Materials,True
Y2Fe17C0.6,470 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,36 μB/f.u.,,,Handbook of Magnetic Materials,True
Y2Fe17C1.0,502 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,35.5 μB/f.u.,,,Handbook of Magnetic Materials,True
Y2Fe17C1.5,550 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,35.5 μB/f.u.,,,Handbook of Magnetic Materials,True
Nd2Fe17,350 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
Sm2Fe17C1.0,552 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,~34 μB/f.u.,,,Handbook of Magnetic Materials,True
Gd2Fe17,478 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,23.1 μB/f.u.,,,Handbook of Magnetic Materials,True
Gd2Fe17C1.0,582 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,23.6 μB/f.u.,,,Handbook of Magnetic Materials,True
Tb2Fe17,410 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,18.6 μB/f.u.,,,Handbook of Magnetic Materials,True
Tb2Fe17C1.0,537 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,19.0 μB/f.u.,,,Handbook of Magnetic Materials,True
Tb2Fe17C1.5,540 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,19.0 μB/f.u.,,,Handbook of Magnetic Materials,True
Dy2Fe17,370 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,16.7 μB/f.u.,,,Handbook of Magnetic Materials,True
Dy2Fe17C1.0,515 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,17.0 μB/f.u.,,,Handbook of Magnetic Materials,True
Ho2Fe17C1.0,504 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,17.4 μB/f.u.,,,Handbook of Magnetic Materials,True
Er2Fe17,310 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,18.6 μB/f.u.,,,Handbook of Magnetic Materials,True
Er2Fe17C1.0,488 K,100 K,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,18.8 μB/f.u.,,,Handbook of Magnetic Materials,True
Tm2Fe17,306 K,80 K,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,23.0 μB/f.u.,,,Handbook of Magnetic Materials,True
Tm2Fe17C0.6,460 K,180 K,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,24.0 μB/f.u.,,,Handbook of Magnetic Materials,True
Tm2Fe17C1.6,550 K,220 K,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,24.0 μB/f.u.,,,Handbook of Magnetic Materials,True
Lu2Fe17,,270 K,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,35.2 μB/f.u.,,,Handbook of Magnetic Materials,True
GdCo5,1014 K,,,,,"{'a': '4.973 Å', 'b': 'NA', 'c': '3.969 Å'}",,,,1.37 μB/f.u.,,,smit et al. (1988),True
GdCo4B,517 K,,,,,"{'a': '5.059 Å', 'b': 'NA', 'c': '6.904 Å'}",,,,2.85 μB/f.u.,,,smit et al. (1988),True
Gd3Co11B4,460 K,,,,,"{'a': '5.072 Å', 'b': 'NA', 'c': '9.839 Å'}",,,,11.9 μB/f.u.,,,smit et al. (1988),True
Gd2Co7B3,345 K,,,,,"{'a': '5.067 Å', 'b': 'NA', 'c': '12.94 Å'}",,,,9.8 μB/f.u.,,,smit et al. (1988),True
GdCo3B2,58 K,,,,,"{'a': '5.065 Å', 'b': 'NA', 'c': '3.018 Å'}",,,,6.9 μB/f.u.,,,smit et al. (1988),True
CeRh3B2,115 K,,,,,"{'a': '5.649 Å', 'b': 'NA', 'c': '3.090 Å'}",,,,0.324 μB/f.u.,,,hsu and ku (1988),True
Ce(Rh0.8Ir0.2)3B2,125 K,,,,,"{'a': '5.473 Å', 'b': 'NA', 'c': '3.088 Å'}",,,,0.301 μB/f.u.,,,hsu and ku (1988),True
Ce(Rh0.5Ir0.5)3B2,118 K,,,,,"{'a': '5.475 Å', 'b': 'NA', 'c': '3.088 Å'}",,,,0.266 μB/f.u.,,,hsu and ku (1988),True
Ce(Rh0.4Ir0.6)3B2,90 K,,,,,"{'a': '5.476 Å', 'b': 'NA', 'c': '3.092 Å'}",,,,0.215 μB/f.u.,,,hsu and ku (1988),True
Nd2Co7B3,330 K,,,,,"{'a': '5.140 Å', 'b': 'NA', 'c': '12.654 Å'}",,,,8.0 μB/f.u.,,,huang et al. (1990a),True
Nd2Fe4.2Co2.8B3,885 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,huang et al. (1990a),True
TbCo3Ga2,205 K,,,,,"{'a': '8.813 Å', 'b': 'NA', 'c': '4.063 Å'}",,,,3.2 μB/f.u.,,,felner et al. (1989),True
YCo3Ga2,<85 K,,,,,"{'a': '8.818 Å', 'b': 'NA', 'c': '4.062 Å'}",,,,0.73 μB/f.u.,,,felner et al. (1989),True
CeCu₂In,,,-30 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
PrCu₂In,,,-35 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
NdCu₂In,,,-70 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
GdCu₂In,,12 K,-31 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
TbCu₂In,,6 K,-33 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
DyCu₂In,,3 K,-21 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
ErCu₂In,,,-10 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
CeAg₂In,,2.7 K,-9 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
CeAg₂In,,2.5 K,-9 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,0.97(7),,,Handbook of Magnetic Materials,True
PrAg₂In,,,-16 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
NdAg₂In,,2.5 K,-24 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
SmAg₂In,,4.5 K,-23 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
GdAg₂In,,10.0 K,-56 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
TbAg₂In,,8.8 K,-29 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
DyAg₂In,,3.5 K,-20 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
HoAg₂In,,,-14 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
ErAg₂In,,,-9.5 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
TmAg₂In,,,-5.0 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
CeAu₂In,,,-15 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
PrAu₂In,,,-5 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
NdAu₂In,,,-8 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
GdAu₂In,,11.5 K,-14 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
TbAu₂In,,8.2 K,-7 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
DyAu₂In,,6.0 K,-5 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
HoAu₂In,,2.6 K,-5 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
ErAu₂In,,,-4 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
TmAu₂In,,,-35 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
TbPd₂Sn,,9.0 K,-8.6 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
DyPd₂Sn,,15.0 K,-9.3 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
DyPd₂Sn,,7.0 K,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,6.7(5),,,Handbook of Magnetic Materials,True
HoPd₂Sn,,,-6.2 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
HoPd₂Sn,,4.2 K,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,4.4(1),,,Handbook of Magnetic Materials,True
HoPd₂Sn,,5.0 K,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,5.81(8),,,Handbook of Magnetic Materials,True
ErPd₂Sn,,,-7.6 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
ErPd₂Sn,,1.0 K,-5.8 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
ErPd₂Sn,,1.0 K,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,5.7(5),,,Handbook of Magnetic Materials,True
TmPd₂Sn,,,0 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
YbPd₂Sn,,,-4.3 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
YbPd₂Sn,,0.23 K,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,1.6,,,Handbook of Magnetic Materials,True
YbNi₂Sn,,,-38 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,Handbook of Magnetic Materials,True
EuMg2,,32 K,,MgZn2,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,oliver et al. (1978),True
EuMg2H,,4 < TN < 20 K,,n.l.o.,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,oliver et al. (1978),True
EuRh2Hx,15.5 K,,9 K,MgCu2,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,5 μB/R,,,buschow et al. (1977),True
Gd3Pd4,,18 K,-18 K,Pu3Pd4,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,buschow and de mooij (1984),True
Gd3Pd4Hx,20 K,,-10 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,3.83 μB/R,,,buschow and de mooij (1984),True
EuPd,48 K,,,CrB,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,buschow et al. (1977),True
EuPdH,,,5 K,CsCl,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,1.5 μB/R,,,buschow et al. (1977),True
GdCu,,150 K,-86 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,de vries et al. (1985),True
GdCuHx,30 K,,15 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,3.62 μB/R,,,de vries et al. (1985),True
GdRh,29 K,,28 K,CsCl,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,6.6 μB/R,,,de vries et al. (1985),True
GdRhHx,20 K,,25 K,CsCl,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,1.9 μB/R,,,de vries et al. (1985),True
GdPd,,32 K,29 K,CsCl,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,6.27 μB/R,,,buschow and de mooij (1984),True
GdPdH,40 K,,20 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,3.63 μB/R,,,buschow and de mooij (1984),True
GdAg,,123 K,-57 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,de vries et al. (1985),True
GdAgHx,25 K,,50 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,4.38 μB/R,,,de vries et al. (1985),True
GdAu,35 K,,25 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,de vries et al. (1985),True
GdAuHx,55 K,,32 K,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,2.85 μB/R,,,de vries et al. (1985),True
Gd7Pd3,311 K,,276 K,Th7Fe3,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,7.03 μB/R,,,buschow and de mooij (1984),True
Gd7Pd3Hx,,,-15 K,Th7Fe3,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,buschow and de mooij (1984),True
Gd3Pd2,,30 K,-30 K,U3Si2,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,buschow and de mooij (1984),True
Gd3Pd2Hx,30 K,,0 K,U3Si2,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,1.63 μB/R,,,buschow and de mooij (1984),True
Eu2IrH5,20 K,,18 K,fcc,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,"moyer jr. and lindsay (1980), stadnik and moyer jr. (1984)",True
GdCu2,,37 K,7 K,CeCu2,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,de graaf et al. (1982a),True
GdCu2Hx,45 K,,57 K,MoSi2,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,de graaf et al. (1982a),True
GdRu2,83 K,,,MgZn2,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,jacob et al. (1980a),True
GdRu2H3,65 K,,,,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,,,,jacob et al. (1980a),True
GdRh2,73 K,,,MgCu2,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,6.83 μB/R,,,jacob et al. (1980a),True
GdRh2H3,35 K,,,Orthorhombic,,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,6.2 μB/R,,,jacob et al. (1980a),True
GdAuNi4,38 K,,22 K,,,"{'a': '7.136 Å', 'b': 'NA', 'c': 'NA'}",,,,5.9 µB/FU,,,felner (1977),True
TbAuNi4,28 K,,12 K,,,"{'a': '7.094 Å', 'b': 'NA', 'c': 'NA'}",,,,4.5 µB/FU,,,felner (1977),True
DyAuNi4,23 K,,5 K,,,"{'a': '7.052 Å', 'b': 'NA', 'c': 'NA'}",,,,5.4 µB/FU,,,felner (1977),True
HoAuNi4,14 K,,4 K,,,"{'a': '7.034 Å', 'b': 'NA', 'c': 'NA'}",,,,6.1 µB/FU,,,felner (1977),True
ErAuNi4,24 K,,4 K,,,"{'a': '7.011 Å', 'b': 'NA', 'c': 'NA'}",,,,15.0 µB/FU,,,felner (1977),True
TmAuNi4,,,-14 K,,,"{'a': '6.982 Å', 'b': 'NA', 'c': 'NA'}",,,,,,,felner (1977),True
CeInPt4,,,-225 K,,,"{'a': '7.602 Å', 'b': 'NA', 'c': 'NA'}",,,,,,,adroja et al. (1989),True
Ce1.2Au0.8Ni4,,,-84 K,,,"{'a': '7.624 Å', 'b': 'NA', 'c': 'NA'}",,,,,,,adroja et al. (1989),True
Ce1.4Au0.6Ni4,,,-63 K,,,"{'a': '7.657 Å', 'b': 'NA', 'c': 'NA'}",,,,,,,adroja et al. (1989),True
Ce₂Fe₁₇,210 K,,,,,"{'a': '8.48 Å', 'b': 'NA', 'c': '12.38 Å'}",,,,29.3 µB/f.u. at 4.2 K,,,Handbook of Magnetic Materials,True
Ce₂Fe₁₇N₂.₈,713 K,,,,,"{'a': '8.73 Å', 'b': 'NA', 'c': '12.65 Å'}",,,,36.4 µB/f.u. RT,,,Handbook of Magnetic Materials,True
Ce₂Fe₁₇N₂.₅,700 K,,,,,"{'a': '8.743 Å', 'b': 'NA', 'c': '12.673 Å'}",,,,"32.2 µB/f.u. RT, 36.3 µB/f.u. at 4.2 K",,,Handbook of Magnetic Materials,True
Ce₂Fe₁₇N₃.₆,712 K,,,,,"{'a': '8.73 Å', 'b': 'NA', 'c': '12.81 Å'}",,,,"31.6 µB/f.u. RT, 39.9 µB/f.u. at 4.2 K",,,Handbook of Magnetic Materials,True
Ce₂Fe₁₇Cᵧ,589 K,,,,,"{'a': '8.73 Å', 'b': 'NA', 'c': '12.56 Å'}",,,,33.8 µB/f.u. at 4.2 K,,,Handbook of Magnetic Materials,True
Ce₂Fe₁₇C₂.₈,716 K,,,,,"{'a': '8.74 Å', 'b': 'NA', 'c': '12.65 Å'}",,,,,,,Handbook of Magnetic Materials,True
Ce₂Fe₁₇C₂.₅,608 K,,,,,"{'a': '8.73 Å', 'b': 'NA', 'c': '12.58 Å'}",,,,"25.1 µB/f.u. RT, 30.0 µB/f.u. at 4.2 K",,,Handbook of Magnetic Materials,True
Ce₂Fe₁₇C₂,589 K,,,,,"{'a': '8.72 Å', 'b': 'NA', 'c': '12.64 Å'}",,,,,,,Handbook of Magnetic Materials,True
Ce₂Fe₁₇CₓNᵧ,721 K,,,,,"{'a': '8.73 Å', 'b': 'NA', 'c': '12.68 Å'}",,,,,,,Handbook of Magnetic Materials,True
Pr₂Fe₁₇,290 K,,,,,"{'a': '8.574 Å', 'b': 'NA', 'c': '12.324 Å'}",,,,18.1 µB/f.u. RT,,,Handbook of Magnetic Materials,True
Pr₂Fe₁₇N₂.₅,728 K,,,,,"{'a': '8.77 Å', 'b': 'NA', 'c': '12.64 Å'}",,,,37.9 µB/f.u. RT,,,Handbook of Magnetic Materials,True
Pr₂Fe₁₇N₂.₅,720 K,,,,,"{'a': '8.794 Å', 'b': 'NA', 'c': '12.668 Å'}",,,,"36.5 µB/f.u. RT, 41.3 µB/f.u. at 4.2 K",,,Handbook of Magnetic Materials,True
Pr₂Fe₁₇Cᵧ,653 K,,,,,"{'a': '8.80 Å', 'b': 'NA', 'c': '12.59 Å'}",,,,34.5 µB/f.u. at 4.2 K,,,Handbook of Magnetic Materials,True
Pr₂Fe₁₇C₂.₇,735 K,,,,,"{'a': '8.79 Å', 'b': 'NA', 'c': '12.63 Å'}",,,,,,,Handbook of Magnetic Materials,True
Pr₂Fe₁₇C₂.₅,690 K,,,,,"{'a': '8.85 Å', 'b': 'NA', 'c': '12.61 Å'}",,,,"27.0 µB/f.u. RT, 30.8 µB/f.u. at 4.2 K",,,Handbook of Magnetic Materials,True
Pr₂Fe₁₇C₂,654 K,,,,,"{'a': '8.78 Å', 'b': 'NA', 'c': '12.65 Å'}",,,,,,,Handbook of Magnetic Materials,True
Pr₂Fe₁₇CₓNᵧ,737 K,,,,,"{'a': '8.79 Å', 'b': 'NA', 'c': '12.66 Å'}",,,,,,,Handbook of Magnetic Materials,True
Nd₂Fe₁₇,330 K,,,,,"{'a': '8.563 Å', 'b': 'NA', 'c': '12.444 Å'}",,,,17.1 µB/f.u. RT,,,Handbook of Magnetic Materials,True
Nd₂Fe₁₇N₂.₃,732 K,,,,,"{'a': '8.76 Å', 'b': 'NA', 'c': '12.63 Å'}",,,,40.5 µB/f.u. RT,,,Handbook of Magnetic Materials,True
Nd₂Fe₁₇N₂.₅,740 K,,,,,"{'a': '8.783 Å', 'b': 'NA', 'c': '12.663 Å'}",,,,"34.9 µB/f.u. RT, 43.9 µB/f.u. at 4.2 K",,,Handbook of Magnetic Materials,True
Nd₂Fe₁₇Cᵧ,659 K,,,,,"{'a': '8.79 Å', 'b': 'NA', 'c': '12.60 Å'}",,,,35.1 µB/f.u. at 4.2 K,,,Handbook of Magnetic Materials,True
Nd₂Fe₁₇C₂.₂,739 K,,,,,"{'a': '8.76 Å', 'b': 'NA', 'c': '12.62 Å'}",,,,,,,Handbook of Magnetic Materials,True
Nd₂Fe₁₇C₂.₅,662 K,,,,,"{'a': '8.80 Å', 'b': 'NA', 'c': '12.60 Å'}",,,,"29.0 µB/f.u. RT, 31.8 µB/f.u. at 4.2 K",,,Handbook of Magnetic Materials,True
Nd₂Fe₁₇C₂,658 K,,,,,"{'a': '8.76 Å', 'b': 'NA', 'c': '12.64 Å'}",,,,,,,Handbook of Magnetic Materials,True
Nd₂Fe₁₇CₓNᵧ,740 K,,,,,"{'a': '8.76 Å', 'b': 'NA', 'c': '12.65 Å'}",,,,,,,Handbook of Magnetic Materials,True
Sm₂Fe₁₇,389 K,,,,,"{'a': '8.55 Å', 'b': 'NA', 'c': '12.43 Å'}",,,,"22.4 µB/f.u. RT, 34.1 µB/f.u. at 4.2 K",,,Handbook of Magnetic Materials,True
Sm₂Fe₁₇N₂.₃,749 K,,,,,"{'a': '8.73 Å', 'b': 'NA', 'c': '12.64 Å'}",,,,31.9 µB/f.u. RT,,,Handbook of Magnetic Materials,True
Sm₂Fe₁₇N₂.₅,750 K,,,,,"{'a': '8.741 Å', 'b': 'NA', 'c': '12.666 Å'}",,,,"32.2 µB/f.u. RT, 38.2 µB/f.u. at 4.2 K",,,Handbook of Magnetic Materials,True
Sm₂Fe₁₇N₂,745 K,,,,,"{'a': '8.732 Å', 'b': 'NA', 'c': '12.631 Å'}",,,,35.1 µB/f.u. RT,,,Handbook of Magnetic Materials,True
Sm₂Fe₁₇N₃.₁,752 K,,,,,"{'a': '8.74 Å', 'b': 'NA', 'c': '12.65 Å'}",,,,"34.0 µB/f.u. RT, 38.1 µB/f.u. at 4.2 K",,,Handbook of Magnetic Materials,True
Sm₂Fe₁₇N₃.₀,748 K,,,,,"{'a': '8.728 Å', 'b': 'NA', 'c': '12.638 Å'}",,,,35.7 µB/f.u. RT,,,Handbook of Magnetic Materials,True
Sm₂Fe₁₇N₂.₉,740 K,,,,,"{'a': '8.743 Å', 'b': 'NA', 'c': '12.703 Å'}",,,,"34.3 µB/f.u. RT, 35.0 µB/f.u. at 4.2 K",,,Handbook of Magnetic Materials,True
Sm₂Fe₁₇N₂.₉₄,746 K,,,,,"{'a': '8.7425 Å', 'b': 'NA', 'c': '12.659 Å'}",,,,36.2 µB/f.u. RT,,,Handbook of Magnetic Materials,True
